INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LOCALE,CCUGPROF,CCSIZSET,HBCU,PBI,MENONLY,WOMENONLY,RELAFFIL,DISTANCEONLY,UGDS,AGE_ENTRY,FEMALE,MARRIED,DEPENDENT,MD_FAMINC,percent_on_student_loan,id_number
Kent State University at Ashtabula,Ashtabula,OH,44004,North Central Association of Colleges and Schools The Higher Learning Commission,0,8,2,3,1,32.0,5.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,2128.0,22.373018379,0.6240762963,0.0665066633,0.768079328,46566.66712,69.78,2904
Missouri State University-Springfield,Springfield,MO,65897,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,12.0,13.0,16.0,0.0,0.0,0.0,0.0,-2.0,0.0,16177.0,22.543631436,0.5927381114,0.1045928736,0.7522015987,43480.80767,49.74,2111
Seminole State College of Florida,Sanford,FL,32773-6199,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,3,1,13.0,5.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,16515.0,25.396191071,0.5918409824,0.1270683734,0.5586429389,23011.68997,33.58,829
Minnesota State University Moorhead,Moorhead,MN,56563,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,22.0,13.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,5496.0,22.325229175,0.6133917896,0.0717417298,0.7899561578,61095.41231,63.7,1929
Myotherapy College of Utah,Salt Lake City,UT,84115,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,84.0,31.607843137,0.7843137255,0.2450980392,0.1470588235,18329.98481,80.61,4807
University of Arkansas at Monticello,Monticello,AR,71656,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,4,1,33.0,10.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,2885.0,23.528138528,0.5637325637,0.0817700818,0.6849446849,19176.58036,55.1,142
CUNY Medgar Evers College,Brooklyn,NY,11225,Middle States Commission on Higher Education,1,1,3,3,1,11.0,7.0,12.0,0.0,1.0,0.0,0.0,-2.0,0.0,6241.0,24.730226365,0.7123834887,0.0886817577,0.5914780293,17491.8162,21.43,2434
American Business and Technology University,St Joseph,MO,64506,Distance Education Accrediting Commission,1,1,1,3,3,13.0,11.0,6.0,0.0,0.0,0.0,0.0,-2.0,1.0,573.0,43.569491525,0.386440678,0.3220338983,0.0542372881,7098.307848,5.88,6353
Cosmetology & Spa Academy,Crystal Lake,IL,60014,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,177.0,26.354330709,0.9606299213,0.1732283465,0.4842519685,23947.2054,77.78,1027
Argosy University-Schaumburg,Schaumburg,IL,60173-5403,Western Association of Schools and Colleges Senior Colleges and University Commission,0,28,3,4,3,13.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,84.0,29.893958794,0.6097854344,0.1975711015,0.2849493656,15149.50454,66.91,5059
Empire Beauty School-Pottsville,Pottsville,PA,17901,National Accrediting Commission of Cosmetology Arts and Sciences,1,12,1,1,3,32.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,50.0,26.33981369,0.9412717699,0.1332523289,0.3689752936,13916.38168,54.74,3227
University of Michigan-Dearborn,Dearborn,MI,48128-1491,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,1,13.0,7.0,12.0,0.0,0.0,0.0,0.0,-2.0,0.0,6906.0,23.532234432,0.5216117216,0.0875457875,0.7073260073,25654.97346,65.33,1829
Bay Mills Community College,Brimley,MI,49715,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,2,1,42.0,2.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,547.0,26.623563218,0.5977011494,0.1982758621,0.3850574713,16340.25098,0.0,4645
Red River Technology Center,Duncan,OK,73533,Oklahoma State Board of Career and Technology Education,1,1,1,1,1,32.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,147.0,27.807407407,0.5851851852,0.2888888889,0.3111111111,13935.43596,0.0,4349
Frostburg State University,Frostburg,MD,21532-1099,Middle States Commission on Higher Education,1,1,3,4,1,23.0,13.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,4765.0,21.626349892,0.5244060475,0.044924406,0.8431965443,53307.50737,59.83,1581
Central Methodist University-College of Graduate and Extended Studies,Fayette,MO,65248-1198,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,32.0,7.0,9.0,0.0,0.0,0.0,0.0,71.0,0.0,1787.0,27.724285714,0.6952380952,0.279047619,0.4519047619,36546.58151,24.76,5639
Johns Hopkins University,Baltimore,MD,21218-2688,Middle States Commission on Higher Education,1,1,3,4,2,11.0,14.0,17.0,0.0,0.0,0.0,0.0,-2.0,0.0,6039.0,22.206333498,0.5692383778,0.0356083086,0.6651829871,58243.68953,38.65,1590
Lakeview College of Nursing,Danville,IL,61832,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,3,2,13.0,11.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,270.0,26.093495935,0.8739837398,0.1585365854,0.4837398374,30760.8825,49.68,1077
First Coast Technical College,Saint Augustine,FL,32084-1919,Council on Occupational Education,1,1,1,1,1,23.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,542.0,26.928797468,0.5838607595,0.1708860759,0.3370253165,14963.3152,0.0,822
Taylortown School of Beauty Inc,Taylor,MI,48180-1866,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,172.0,27.121546961,0.955801105,0.179558011,0.317679558,13112.49179,56.52,4378
Arizona State University-Skysong,Scottsdale,AZ,85257,North Central Association of Colleges and Schools The Higher Learning Commission,0,5,3,4,1,12.0,5.0,12.0,0.0,0.0,0.0,0.0,-2.0,0.0,11340.0,24.586114552,0.5395661779,0.147620004,0.6012920935,37288.81365,66.22,7139
Gwynedd Mercy University,Gwynedd Valley,PA,19437-0901,Middle States Commission on Higher Education,1,1,3,4,2,21.0,11.0,9.0,0.0,0.0,0.0,0.0,30.0,0.0,1941.0,26.159355416,0.7833482543,0.1360787825,0.5425246195,45195.45049,74.83,3246
International Technical College,San Juan,PR,00918-3325,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,112.0,27.094202899,0.6014492754,0.152173913,0.384057971,0,0.0,4229
Jolie Hair and Beauty Academy-Hazleton,Hazleton,PA,18201,National Accrediting Commission of Cosmetology Arts and Sciences,1,2,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,81.0,27.912451362,0.7684824903,0.1692607004,0.3424124514,14181.4217,75.34,3159
North Florida Community College,Madison,FL,32340,Southern Association of Colleges and Schools Commission on Colleges,1,1,1,2,1,41.0,1.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,866.0,25.522045855,0.7072310406,0.1622574956,0.4885361552,18726.78178,0.0,803
Kaplan University-Maine Campus,S Portland,ME,04106-2415,North Central Association of Colleges and Schools The Higher Learning Commission,0,10,2,4,3,13.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,1008.0,32.012812918,0.8022612257,0.3127972513,0.0748946397,16208.64721,68.12,1532
Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,94108-5805,Western Association of Schools and Colleges Senior Colleges and University Commission,0,4,2,3,3,11.0,11.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,527.0,21.526675203,0.8915919761,0.0307298335,0.8228766539,43398.39599,62.95,319
Thomas More College,Crestview Hills,KY,41017-3495,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,2,21.0,13.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,1243.0,23.486338798,0.4890710383,0.1297814208,0.7199453552,60860.55701,53.79,1461
Mid-Del Technology Center,Midwest City,OK,73110-4825,Oklahoma State Board of Career and Technology Education,1,1,1,1,1,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,109.0,27.539325843,0.595505618,0.2696629213,0.3707865169,14023.21163,0.0,5147
William Jessup University,Rocklin,CA,95765-3707,Western Association of Schools and Colleges Senior Colleges and University Commission,1,1,3,4,2,41.0,13.0,10.0,0.0,0.0,0.0,0.0,79.0,0.0,1131.0,24.198387097,0.5709677419,0.1274193548,0.6822580645,43885.23534,90.93,498
Martin Community College,Williamston,NC,27892-9988,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,41.0,2.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,477.0,26.563636364,0.6939393939,0.1333333333,0.396969697,12689.87209,1.34,2722
Broward College,Fort Lauderdale,FL,33301,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,3,1,21.0,5.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,39175.0,24.980957495,0.5834606964,0.1295799083,0.5649964889,19098.12321,15.09,721
Platt College-Riverside,Riverside,CA,92507,Accrediting Commission of Career Schools and Colleges,0,3,2,2,3,11.0,11.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,415.0,25.282489323,0.7522879805,0.1525320317,0.4691885296,19614.2887,72.75,6968
Florida Keys Community College,Key West,FL,33040,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,33.0,1.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,833.0,25.127615063,0.5460251046,0.1317991632,0.5774058577,20634.94373,13.96,749
SUNY Empire State College,Saratoga Springs,NY,12866-4391,Middle States Commission on Higher Education,1,1,3,4,1,23.0,5.0,12.0,0.0,0.0,0.0,0.0,-2.0,0.0,9949.0,33.291925466,0.6929662582,0.2979687762,0.1442001007,26164.18125,35.76,2619
Ohio University-Zanesville Campus,Zanesville,OH,43701,North Central Association of Colleges and Schools The Higher Learning Commission,0,6,2,2,1,32.0,5.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,1944.0,24.251240695,0.6390956714,0.1520540392,0.6649434795,54035.46124,52.45,2971
Paul Mitchell The School-Columbia,Columbia,SC,29201-3126,National Accrediting Commission of Cosmetology Arts and Sciences,0,4,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,156.0,24.632543103,0.9439655172,0.2338362069,0.4310344828,23603.8931,58.14,6738
Los Angeles Film School,Hollywood,CA,90028-7318,Accrediting Commission of Career Schools and Colleges,1,1,2,3,3,11.0,10.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,2284.0,24.947294776,0.2154850746,0.0578358209,0.5116604478,13938.25638,69.84,5250
Samaritan Hospital School of Nursing,Troy,NY,12065,New York State Board of Regents and the Commissioner of Education,1,1,2,2,2,13.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,164.0,30.759689922,0.8837209302,0.3410852713,0.2558139535,35105.33948,67.28,2576
Ogle School Hair Skin Nails-Ft Worth,Fort Worth,TX,76132-3638,National Accrediting Commission of Cosmetology Arts and Sciences,1,3,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,152.0,25.754464286,0.9544642857,0.1348214286,0.3401785714,16542.66878,68.16,3752
Alamance Community College,Graham,NC,27253-8000,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,41.0,1.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,3781.0,26.438564197,0.653014266,0.1583064887,0.4703175334,18034.93066,0.0,2776
Aspen University,Denver,CO,80246,Distance Education Accrediting Commission,1,1,3,4,3,21.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,1.0,231.0,32.887573964,0.7455621302,0.3313609467,0.100591716,15974.63874,24.44,6147
Emily Griffith Technical College,Denver,CO,80203,Council on Occupational Education,1,1,1,1,1,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,3612.0,30.346879536,0.6197387518,0.1727140784,0.2656023222,14802.56156,0.0,596
Southern Oklahoma Technology Center,Ardmore,OK,73401,Oklahoma State Board of Career and Technology Education,1,1,1,1,1,41.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,131.0,27.280373832,0.5794392523,0.2523364486,0.308411215,18170.05765,0.0,4434
Perry Technical Institute,Yakima,WA,98903-1296,Accrediting Commission of Career Schools and Colleges,1,1,1,1,2,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,791.0,24.806818182,0.1994949495,0.1287878788,0.5315656566,27911.10532,83.49,4026
Beckfield College-Florence,Florence,KY,41042,Accrediting Council for Independent Colleges and Schools,1,2,2,3,3,21.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,712.0,29.188014101,0.8178613396,0.2215041128,0.1974148061,15883.44452,87.36,4313
University of Maryland Eastern Shore,Princess Anne,MD,21853-1299,Middle States Commission on Higher Education,1,1,3,4,1,31.0,11.0,14.0,1.0,0.0,0.0,0.0,-2.0,0.0,3441.0,20.981678487,0.5620567376,0.030141844,0.8439716312,32993.29826,55.14,1600
Golden Gate University-San Francisco,San Francisco,CA,94105-2968,Western Association of Schools and Colleges Senior Colleges and University Commission,1,4,3,4,2,11.0,5.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,482.0,33.497816594,0.5283842795,0.2663755459,0.0917030568,36192.97012,66.95,337
MyComputerCareer.com-Indianapolis,Indianapolis,IN,46278,Accrediting Council for Continuing Education & Training,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,219.0,33.06824147,0.1233595801,0.3595800525,0.0997375328,24267.00445,89.15,6015
University of Louisiana at Lafayette,Lafayette,LA,70503,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,1,12.0,13.0,15.0,0.0,0.0,0.0,0.0,-2.0,0.0,14667.0,22.465010842,0.6031933767,0.0892962744,0.7644391879,36303.86979,30.72,1527
Bristol Community College,Fall River,MA,02720-7395,New England Association of Schools and Colleges Commission on Institutions of Higher Education,1,1,2,2,1,21.0,2.0,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,8232.0,24.764739445,0.6127805249,0.0914796501,0.548687714,22035.24417,23.92,1651
Salon Success Academy-Corona,Corona,CA,92879,National Accrediting Commission of Cosmetology Arts and Sciences,1,3,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,126.0,25.229249012,0.9683794466,0.1600790514,0.4328063241,12633.75382,77.78,474
Genesis Career College-Lebanon,Lebanon,TN,37087,Council on Occupational Education,1,1,1,1,3,31.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,202.0,25.470394737,0.9539473684,0.2828947368,0.4144736842,17180.29105,49.6,4681
Saint Martin's University,Lacey,WA,98503-7500,Northwest Commission on Colleges and Universities,1,1,3,4,2,22.0,13.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,1316.0,24.758964143,0.5737051793,0.2171314741,0.5856573705,40208.77567,56.23,4031
Marion County Community Technical and Adult Education Center,Ocala,FL,34471-3172,Council on Occupational Education,1,1,1,1,1,13.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,381.0,29.556581986,0.752886836,0.2309468822,0.2655889145,15153.58652,0.0,5013
Franklin University,Columbus,OH,43215-5399,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,11.0,5.0,12.0,0.0,0.0,0.0,0.0,-2.0,0.0,4592.0,31.894620253,0.6227848101,0.3069620253,0.1481012658,26554.13374,65.54,2884
Western Oregon University,Monmouth,OR,97361-1394,Northwest Commission on Colleges and Universities,1,1,3,4,1,31.0,11.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,4923.0,22.674967235,0.6063783311,0.0921799913,0.756225426,40951.48139,62.76,3156
Universidad del Sagrado Corazon,Santurce,PR,00907,Middle States Commission on Higher Education,1,1,3,4,2,11.0,11.0,12.0,0.0,0.0,0.0,0.0,30.0,0.0,4596.0,24.474416294,0.6150024839,0.1003477397,0.7426726279,17692.05739,40.49,4251
Tri-State Cosmetology Institute,El Paso,TX,79935,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,173.0,29.098712446,0.9098712446,0.347639485,0.2317596567,15122.61659,56.28,4764
American River College,Sacramento,CA,95841-4286,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,1,1,1,2,1,21.0,1.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,26803.0,26.735824742,0.5609363256,0.1603135402,0.4631160743,10786.82646,5.6,205
Wiley College,Marshall,TX,75670,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,3,2,32.0,11.0,10.0,1.0,0.0,0.0,0.0,71.0,0.0,1351.0,23.799070848,0.556329849,0.0464576074,0.7026713124,19165.29329,92.02,3834
Brightwood Career Institute-Harrisburg,Harrisburg,PA,17111,Accrediting Council for Independent Colleges and Schools,1,3,1,2,3,21.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,217.0,25.744450768,0.7393284007,0.1075697211,0.3545816733,7432.783087,64.09,4350
Associated Technical College-Los Angeles,Los Angeles,CA,90017-1604,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,361.0,31.314249364,0.548346056,0.1450381679,0.165394402,0,36.82,208
Baptist Health College-Little Rock,Little Rock,AR,72210-2820,Accrediting Bureau of Health Education Schools,1,1,1,1,2,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,54.0,0.0,802.0,26.825493171,0.8937784522,0.2579666161,0.3490136571,27590.07789,72.66,144
Pierce College-Puyallup,Puyallup,WA,98374-2222,Northwest Commission on Colleges and Universities,0,2,2,2,1,21.0,2.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,2989.0,26.897875257,0.6143477268,0.3022618232,0.3513822253,22795.47678,16.17,5315
Augustana University,Sioux Falls,SD,57197-0001,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,2,12.0,14.0,11.0,0.0,0.0,0.0,0.0,39.0,0.0,1619.0,20.170731707,0.6146341463,0.0227642276,0.9317073171,85100.89298,61.58,3506
Crafton Hills College,Yucaipa,CA,92339-1799,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,1,1,2,2,1,41.0,1.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,5152.0,22.484848485,0.556415216,0.0825274017,0.6963249516,19645.25863,0.0,296
Empire Beauty School-NE Philadelphia,Philadelphia,PA,19154,National Accrediting Commission of Cosmetology Arts and Sciences,0,13,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,168.0,26.096877736,0.931426904,0.1318937847,0.3574555004,13240.6772,57.41,3244
Academy of Hair Design-Salem,Salem,OR,97301,National Accrediting Commission of Cosmetology Arts and Sciences,1,1,1,1,3,12.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,58.0,27.078947368,0.7236842105,0.1710526316,0.2763157895,4073.273435,98.77,3091
Tri-County Technical College,Pendleton,SC,29670,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,21.0,2.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,5581.0,23.307118102,0.5414556118,0.1138363103,0.6598240469,26162.36413,19.32,3499
Fremont College,Cerritos,CA,90703,Accrediting Commission of Career Schools and Colleges,1,2,2,3,3,21.0,11.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,387.0,28.533039648,0.6255506608,0.1431718062,0.295154185,14034.02357,74.34,4545
Bishop State Community College,Mobile,AL,36603-5898,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,12.0,2.0,3.0,1.0,0.0,0.0,0.0,-2.0,0.0,2927.0,25.013782051,0.5817307692,0.0887820513,0.5352564103,13687.54608,0.0,45
Rocky Mountain College of Art and Design,Lakewood,CO,80214,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,3,4,3,12.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,1013.0,27.290926099,0.6504672897,0.2420560748,0.3672897196,23157.75009,67.52,620
Empire Beauty School-Nashville,Brentwood,TN,37027,National Accrediting Commission of Cosmetology Arts and Sciences,0,14,1,1,3,21.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,58.0,25.911531422,0.9380719951,0.1311775473,0.3691275168,13501.85694,57.89,6438
The Art Institute of San Antonio,San Antonio,TX,78230,Southern Association of Colleges and Schools Commission on Colleges,0,3,3,3,3,11.0,7.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,1070.0,24.955612363,0.4737453532,0.125232342,0.5441449814,22716.29525,73.99,6450
Southeastern Community College,Whiteville,NC,28472-5422,Southern Association of Colleges and Schools Commission on Colleges,1,1,2,2,1,42.0,2.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1010.0,24.217610063,0.6301886792,0.1182389937,0.5660377358,14467.82771,0.0,2771
Ohio Business College-Sandusky,Sandusky,OH,44870-5871,Accrediting Council for Independent Colleges and Schools,0,4,2,2,3,32.0,3.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,264.0,28.851138354,0.8239929947,0.1952714536,0.2521891419,13969.52953,96.31,2919
Brightwood College-Fort Worth,Fort Worth,TX,76103-2310,Accrediting Council for Independent Colleges and Schools,0,4,1,2,3,11.0,4.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,269.0,25.150419626,0.8279535184,0.2098127824,0.3705616527,13745.45375,61.94,5643
University of Louisiana at Monroe,Monroe,LA,71209-0000,Southern Association of Colleges and Schools Commission on Colleges,1,1,3,4,1,13.0,11.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,5799.0,21.45505171,0.6797931583,0.0644391408,0.7887828162,31537.71157,37.55,1505
Lakes Region Community College,Laconia,NH,03246,New England Association of Schools and Colleges Commission on Institutions of Higher Education,1,1,2,2,1,32.0,1.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1049.0,25.762443439,0.5169683258,0.1606334842,0.5395927602,29669.22109,59.19,2221
Central State Beauty and Wellness College,Oklahoma City,OK,73162-6007,Accrediting Commission of Career Schools and Colleges,1,1,1,1,3,11.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,136.0,28.64604811,0.9621993127,0.1821305842,0.206185567,13617.25781,78.17,3039
Community College of Beaver County,Monaca,PA,15061-2588,Middle States Commission on Higher Education,1,1,2,2,1,21.0,2.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1985.0,24.567642957,0.589958159,0.1108786611,0.5864714086,29161.87651,40.75,3179
Mandl School-The College of Allied Health,New York,NY,10019-5516,Accrediting Bureau of Health Education Schools,1,1,2,2,3,11.0,3.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,707.0,28.59599636,0.8944494995,0.1301182894,0.3102820746,13887.94873,85.81,2494
Sinclair Community College,Dayton,OH,45402-1460,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,1,2,1,12.0,1.0,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,16090.0,26.182899207,0.5721026803,0.1482634957,0.4659305398,19946.65887,38.38,2989
